,0,1,2,3,4
287,18446744073709572615,5921104,1705566179,1705566179,18446744073709572615
288,18446744073709572614,5911455,1705562555,1705562555,18446744073709572614
289,18446744073709572613,5911936,1705558931,1705558931,18446744073709572613
290,18446744073709572612,5918834,1705555283,1705555283,18446744073709572612
291,18446744073709572611,5942922,1705551659,1705551659,18446744073709572611
292,18446744073709572610,5928080,1705548047,1705548047,18446744073709572610
293,18446744073709572609,5925002,1705544423,1705544423,18446744073709572609
294,18446744073709572608,5923705,1705540811,1705540811,18446744073709572608
295,18446744073709572607,5923420,1705537187,1705537187,18446744073709572607
296,18446744073709572606,5913219,1705533551,1705533551,18446744073709572606
297,18446744073709572605,5920118,1705529927,1705529927,18446744073709572605
298,18446744073709572604,5945278,1705526291,1705526291,18446744073709572604
299,18446744073709572603,5940741,1705522655,1705522655,18446744073709572603
300,18446744073709572602,5946218,1705519031,1705519031,18446744073709572602
301,18446744073709572601,5956284,1705515419,1705515419,18446744073709572601
302,18446744073709572600,5970733,1705511795,1705511795,18446744073709572600
303,18446744073709572599,5977517,1705508183,1705508183,18446744073709572599
304,18446744073709572598,5989448,1705504559,1705504559,18446744073709572598
305,18446744073709572597,5993000,1705500923,1705500923,18446744073709572597
306,18446744073709572596,5970000,1705497299,1705497299,18446744073709572596
307,18446744073709572595,5958762,1705493687,1705493687,18446744073709572595
308,18446744073709572594,5952971,1705490063,1705490063,18446744073709572594
309,18446744073709572593,5959308,1705486427,1705486427,18446744073709572593
310,18446744073709572592,5953164,1705482791,1705482791,18446744073709572592
311,18446744073709572591,5957242,1705479167,1705479167,18446744073709572591
312,18446744073709572590,5987796,1705478147,1705478147,18446744073709572590
313,18446744073709572589,5984852,1705474511,1705474511,18446744073709572589
314,18446744073709572588,5994398,1705470875,1705470875,18446744073709572588
315,18446744073709572587,5990899,1705467251,1705467251,18446744073709572587
316,18446744073709572586,5998187,1705463639,1705463639,18446744073709572586
317,18446744073709572585,5995714,1705460015,1705460015,18446744073709572585
318,18446744073709572584,6004764,1705456403,1705456403,18446744073709572584
319,18446744073709572583,6003957,1705452803,1705452803,18446744073709572583
320,18446744073709572582,6001667,1705449179,1705449179,18446744073709572582
321,18446744073709572581,6009023,1705445543,1705445543,18446744073709572581
322,18446744073709572580,5999094,1705441919,1705441919,18446744073709572580
323,18446744073709572579,5994128,1705438295,1705438295,18446744073709572579
324,18446744073709572578,5963420,1705434983,1705434983,18446744073709572578
325,18446744073709572577,5953000,1705431371,1705431371,18446744073709572577
326,18446744073709572576,5960913,1705427747,1705427747,18446744073709572576
327,18446744073709572575,5955576,1705424123,1705424123,18446744073709572575
328,18446744073709572574,5924355,1705423007,1705423007,18446744073709572574
329,18446744073709572573,5935336,1705419371,1705419371,18446744073709572573
330,18446744073709572572,5965262,1705419035,1705419035,18446744073709572572
331,18446744073709572571,5933000,1705416215,1705416215,18446744073709572571
332,18446744073709572570,5908580,1705412591,1705412591,18446744073709572570
333,18446744073709572569,5903000,1705408979,1705408979,18446744073709572569
334,18446744073709572568,5907297,1705405355,1705405355,18446744073709572568
335,18446744073709572567,5907884,1705401719,1705401719,18446744073709572567
336,18446744073709572566,5911445,1705398083,1705398083,18446744073709572566
337,18446744073709572565,5901119,1705394459,1705394459,18446744073709572565
338,18446744073709572564,5914309,1705390823,1705390823,18446744073709572564
339,18446744073709572563,5928430,1705387187,1705387187,18446744073709572563
340,18446744073709572562,5912758,1705383563,1705383563,18446744073709572562
341,18446744073709572561,5910999,1705379927,1705379927,18446744073709572561
342,18446744073709572560,5899870,1705376291,1705376291,18446744073709572560
343,18446744073709572559,5910438,1705372667,1705372667,18446744073709572559
344,18446744073709572558,5895055,1705369031,1705369031,18446744073709572558
345,18446744073709572557,5884111,1705365395,1705365395,18446744073709572557
346,18446744073709572556,5911960,1705361771,1705361771,18446744073709572556
347,18446744073709572555,5900548,1705358135,1705358135,18446744073709572555
